_id,clusterID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID,userInputs,,,,,,,,,
5d02eaa0f9af8b3cd89c802b,39,"Mon, 20 May 2019 16:56:19 GMT","Mon, 20 May 2019 19:32:42 GMT","Mon, 20 May 2019 19:13:15 GMT",7.401,2_39_88_24_2019-05-28 16:56:18.791002,2,CA-314,2-39-88-24,America/Los_Angeles,562,"[{""WhPerMile"":375","kWhRequested"":7.5,""milesRequested"":20,""minutesAvailable"":211,""modifiedAt"":""Tue, 28 May 2019 16:56:43 GMT","paymentRequired"":true,""requestedDeparture"":""Tue, 28 May 2019 20:27:19 GMT","""userID"":562}]",,,,,,
5d02eaa0f9af8b3cd89c8030,39,"Mon, 20 May 2019 17:28:07 GMT","Mon, 20 May 2019 21:59:48 GMT","Mon, 20 May 2019 21:44:06 GMT",0.958,2_39_78_360_2019-05-28 17:28:06.852484,2,CA-322,2-39-78-360,America/Los_Angeles,,,,,,,,,,,
5d02eaa0f9af8b3cd89c8039,39,"Mon, 20 May 2019 00:37:36 GMT","Mon, 20 May 2019 01:58:43 GMT","Mon, 20 May 2019 01:58:38 GMT",8.767,2_39_138_29_2019-05-29 00:37:35.949290,2,CA-304,2-39-138-29,America/Los_Angeles,362,"[{""WhPerMile"":286","kWhRequested"":25.74,""milesRequested"":90,""minutesAvailable"":128,""modifiedAt"":""Wed, 29 May 2019 00:39:43 GMT","paymentRequired"":true,""requestedDeparture"":""Wed, 29 May 2019 02:45:36 GMT","""userID"":362}]",,,,,,
5d02eaa0f9af8b3cd89c803a,39,"Mon, 20 May 2019 00:45:15 GMT","Mon, 20 May 2019 02:22:43 GMT","Mon, 20 May 2019 02:00:02 GMT",7.871,2_39_129_17_2019-05-29 00:45:14.519887,2,CA-307,2-39-129-17,America/Los_Angeles,1133,"[{""WhPerMile"":400","kWhRequested"":8.0,""milesRequested"":20,""minutesAvailable"":60,""modifiedAt"":""Wed, 29 May 2019 00:45:36 GMT","paymentRequired"":true,""requestedDeparture"":""Wed, 29 May 2019 01:45:15 GMT","""userID"":1133}]",,,,,,
5d02eaa0f9af8b3cd89c803b,39,"Mon, 20 May 2019 02:16:08 GMT","Mon, 20 May 2019 04:26:58 GMT","Mon, 20 May 2019 04:06:32 GMT",10.891,2_39_126_20_2019-05-29 02:16:08.150619,2,CA-310,2-39-126-20,America/Los_Angeles,1099,"[{""WhPerMile"":438","kWhRequested"":35.04,""milesRequested"":80,""minutesAvailable"":106,""modifiedAt"":""Wed, 29 May 2019 02:20:47 GMT","paymentRequired"":true,""requestedDeparture"":""Wed, 29 May 2019 04:02:08 GMT","""userID"":1099}]",,,,,,
5d02eaa0f9af8b3cd89c803c,39,"Mon, 20 May 2019 03:20:49 GMT","Mon, 20 May 2019 04:38:27 GMT","Mon, 20 May 2019 04:35:29 GMT",7.428,2_39_139_28_2019-05-29 03:20:49.218304,2,CA-303,2-39-139-28,America/Los_Angeles,1263,"[{""WhPerMile"":250","kWhRequested"":17.5,""milesRequested"":70,""minutesAvailable"":61,""modifiedAt"":""Wed, 29 May 2019 03:21:58 GMT","paymentRequired"":true,""requestedDeparture"":""Wed, 29 May 2019 04:21:49 GMT","""userID"":1263}]",,,,,,
5d043c23f9af8b423929b1ed,39,"Mon, 20 May 2019 13:28:16 GMT","Mon, 20 May 2019 18:53:03 GMT","Mon, 20 May 2019 17:03:01 GMT",18.117,2_39_125_21_2019-05-29 13:28:15.888282,2,CA-311,2-39-125-21,America/Los_Angeles,560,"[{""WhPerMile"":273","kWhRequested"":19.11,""milesRequested"":70,""minutesAvailable"":298,""modifiedAt"":""Wed, 29 May 2019 13:28:24 GMT","paymentRequired"":true,""requestedDeparture"":""Wed, 29 May 2019 18:26:16 GMT","""userID"":560}]",,,,,,
5d043c23f9af8b423929b1ef,39,"Mon, 20 May 2019 14:08:08 GMT","Mon, 20 May 2019 21:20:34 GMT","Mon, 20 May 2019 15:56:54 GMT",11.223,2_39_139_28_2019-05-29 14:08:08.460453,2,CA-303,2-39-139-28,America/Los_Angeles,710,"[{""WhPerMile"":261","kWhRequested"":20.88,""milesRequested"":80,""minutesAvailable"":307,""modifiedAt"":""Wed, 29 May 2019 14:10:35 GMT","paymentRequired"":true,""requestedDeparture"":""Wed, 29 May 2019 19:15:08 GMT","""userID"":710}]",,,,,,
5d043c23f9af8b423929b1f0,39,"Mon, 20 May 2019 14:21:46 GMT","Mon, 20 May 2019 18:00:55 GMT","Mon, 20 May 2019 15:48:56 GMT",5.063,2_39_78_366_2019-05-29 14:21:46.408099,2,CA-323,2-39-78-366,America/Los_Angeles,569,"[{""WhPerMile"":300","kWhRequested"":18.0,""milesRequested"":60,""minutesAvailable"":232,""modifiedAt"":""Wed, 29 May 2019 14:22:20 GMT","paymentRequired"":true,""requestedDeparture"":""Wed, 29 May 2019 18:13:46 GMT","""userID"":569}]",,,,,,
5d043c23f9af8b423929b1f9,39,"Mon, 20 May 2019 15:36:56 GMT","Mon, 20 May 2019 21:21:37 GMT","Mon, 20 May 2019 21:21:32 GMT",10.144,2_39_79_378_2019-05-29 15:36:56.225582,2,CA-326,2-39-79-378,America/Los_Angeles,559,"[{""WhPerMile"":313","kWhRequested"":12.52,""milesRequested"":40,""minutesAvailable"":413,""modifiedAt"":""Wed, 29 May 2019 15:37:16 GMT","paymentRequired"":true,""requestedDeparture"":""Wed, 29 May 2019 22:29:56 GMT","""userID"":559}]",,,,,,
5d043c23f9af8b423929b1fb,39,"Mon, 20 May 2019 15:42:40 GMT","Mon, 20 May 2019 19:45:13 GMT","Mon, 20 May 2019 17:13:25 GMT",4.783,2_39_131_30_2019-05-29 15:42:39.686999,2,CA-305,2-39-131-30,America/Los_Angeles,562,"[{""WhPerMile"":350","kWhRequested"":7.0,""milesRequested"":20,""minutesAvailable"":211,""modifiedAt"":""Wed, 29 May 2019 15:43:13 GMT","paymentRequired"":true,""requestedDeparture"":""Wed, 29 May 2019 19:13:40 GMT","""userID"":562}]",,,,,,
5d043c23f9af8b423929b20e,39,"Mon, 20 May 2019 01:24:57 GMT","Mon, 20 May 2019 02:46:39 GMT","Mon, 20 May 2019 02:46:11 GMT",4.807,2_39_139_28_2019-05-30 01:24:46.684799,2,CA-303,2-39-139-28,America/Los_Angeles,1752,"[{""WhPerMile"":400","kWhRequested"":12.0,""milesRequested"":30,""minutesAvailable"":99,""modifiedAt"":""Thu, 30 May 2019 01:24:57 GMT","paymentRequired"":true,""requestedDeparture"":""Thu, 30 May 2019 03:03:57 GMT","userID"":1752},{""WhPerMile"":400,""kWhRequested"":16.0,""milesRequested"":40,""minutesAvailable"":70,""modifiedAt"":""Thu, 30 May 2019 01:36:00 GMT","paymentRequired"":true,""requestedDeparture"":""Thu, 30 May 2019 02:34:57 GMT","""userID"":1752}]",,,,
5d043c23f9af8b423929b20f,39,"Mon, 20 May 2019 01:31:48 GMT","Mon, 20 May 2019 03:37:58 GMT","Mon, 20 May 2019 02:32:36 GMT",5.868,2_39_131_30_2019-05-30 01:31:48.006325,2,CA-305,2-39-131-30,America/Los_Angeles,1564,"[{""WhPerMile"":300","kWhRequested"":6.0,""milesRequested"":20,""minutesAvailable"":147,""modifiedAt"":""Thu, 30 May 2019 01:32:13 GMT","paymentRequired"":true,""requestedDeparture"":""Thu, 30 May 2019 03:58:48 GMT","""userID"":1564}]",,,,,,
5d043c23f9af8b423929b210,39,"Mon, 20 May 2019 01:52:42 GMT","Mon, 20 May 2019 03:44:13 GMT","Mon, 20 May 2019 03:36:24 GMT",4.547,2_39_129_17_2019-05-30 01:52:41.875590,2,CA-307,2-39-129-17,America/Los_Angeles,675,"[{""WhPerMile"":399","kWhRequested"":19.95,""milesRequested"":50,""minutesAvailable"":103,""modifiedAt"":""Thu, 30 May 2019 01:57:05 GMT","paymentRequired"":true,""requestedDeparture"":""Thu, 30 May 2019 03:35:42 GMT","""userID"":675}]",,,,,,
5d043c23f9af8b423929b211,39,"Mon, 20 May 2019 04:12:38 GMT","Mon, 20 May 2019 15:16:03 GMT","Mon, 20 May 2019 07:35:58 GMT",11.865,2_39_139_28_2019-05-30 04:12:37.823952,2,CA-303,2-39-139-28,America/Los_Angeles,1152,"[{""WhPerMile"":300","kWhRequested"":12.0,""milesRequested"":40,""minutesAvailable"":60,""modifiedAt"":""Thu, 30 May 2019 04:12:49 GMT","paymentRequired"":true,""requestedDeparture"":""Thu, 30 May 2019 05:12:38 GMT","""userID"":1152}]",,,,,,
5d058d9ef9af8b45e96310e1,39,"Mon, 20 May 2019 13:19:39 GMT","Mon, 20 May 2019 14:46:36 GMT","Mon, 20 May 2019 14:37:08 GMT",3.862,2_39_89_25_2019-05-30 13:19:38.761739,2,CA-315,2-39-89-25,America/Los_Angeles,743,"[{""WhPerMile"":400","kWhRequested"":8.0,""milesRequested"":20,""minutesAvailable"":72,""modifiedAt"":""Thu, 30 May 2019 13:20:13 GMT","paymentRequired"":true,""requestedDeparture"":""Thu, 30 May 2019 14:31:39 GMT","""userID"":743}]",,,,,,
5d058d9ef9af8b45e96310e2,39,"Mon, 20 May 2019 13:30:38 GMT","Mon, 20 May 2019 19:23:43 GMT","Mon, 20 May 2019 17:06:27 GMT",18.594,2_39_125_21_2019-05-30 13:30:37.941718,2,CA-311,2-39-125-21,America/Los_Angeles,560,"[{""WhPerMile"":273","kWhRequested"":21.84,""milesRequested"":80,""minutesAvailable"":249,""modifiedAt"":""Thu, 30 May 2019 13:30:43 GMT","paymentRequired"":true,""requestedDeparture"":""Thu, 30 May 2019 17:39:38 GMT","""userID"":560}]",,,,,,
5d058d9ef9af8b45e96310e9,39,"Mon, 20 May 2019 15:43:50 GMT","Mon, 20 May 2019 18:46:05 GMT","Mon, 20 May 2019 17:22:40 GMT",4.719,2_39_139_28_2019-05-30 15:43:49.564635,2,CA-303,2-39-139-28,America/Los_Angeles,562,"[{""WhPerMile"":350","kWhRequested"":7.0,""milesRequested"":20,""minutesAvailable"":211,""modifiedAt"":""Thu, 30 May 2019 15:44:56 GMT","paymentRequired"":true,""requestedDeparture"":""Thu, 30 May 2019 19:14:50 GMT","""userID"":562}]",,,,,,
5d058d9ef9af8b45e96310ec,39,"Mon, 20 May 2019 16:10:22 GMT","Mon, 20 May 2019 18:26:39 GMT","Mon, 20 May 2019 18:26:35 GMT",12.592,2_39_95_444_2019-05-30 16:10:22.128992,2,CA-497,2-39-95-444,America/Los_Angeles,336,"[{""WhPerMile"":292","kWhRequested"":17.52,""milesRequested"":60,""minutesAvailable"":172,""modifiedAt"":""Thu, 30 May 2019 16:13:16 GMT","paymentRequired"":true,""requestedDeparture"":""Thu, 30 May 2019 19:02:22 GMT","""userID"":336}]",,,,,,
5d058d9ef9af8b45e96310f2,39,"Mon, 20 May 2019 16:49:20 GMT","Mon, 20 May 2019 20:27:50 GMT","Mon, 20 May 2019 19:03:11 GMT",13.933,2_39_90_26_2019-05-30 16:49:19.547743,2,CA-316,2-39-90-26,America/Los_Angeles,1826,"[{""WhPerMile"":400","kWhRequested"":28.0,""milesRequested"":70,""minutesAvailable"":231,""modifiedAt"":""Thu, 30 May 2019 16:49:32 GMT","paymentRequired"":true,""requestedDeparture"":""Thu, 30 May 2019 20:40:20 GMT","""userID"":1826}]",,,,,,
5d058d9ef9af8b45e9631100,39,"Mon, 20 May 2019 00:59:49 GMT","Mon, 20 May 2019 03:16:02 GMT","Mon, 20 May 2019 03:17:01 GMT",3.753,2_39_78_362_2019-05-31 00:59:49.232421,2,CA-496,2-39-78-362,America/Los_Angeles,1746,"[{""WhPerMile"":600","kWhRequested"":12.0,""milesRequested"":20,""minutesAvailable"":66,""modifiedAt"":""Fri, 31 May 2019 01:00:59 GMT","paymentRequired"":true,""requestedDeparture"":""Fri, 31 May 2019 02:05:49 GMT","userID"":1746},{""WhPerMile"":600,""kWhRequested"":12.0,""milesRequested"":20,""minutesAvailable"":66,""modifiedAt"":""Fri, 31 May 2019 03:15:48 GMT","paymentRequired"":true,""requestedDeparture"":""Fri, 31 May 2019 02:05:49 GMT","""userID"":1746}]",,,,
5d06df21f9af8b49d101c582,39,"Mon, 20 May 2019 13:29:07 GMT","Mon, 20 May 2019 19:21:06 GMT","Mon, 20 May 2019 17:06:42 GMT",18.984,2_39_125_21_2019-05-31 13:29:07.286110,2,CA-311,2-39-125-21,America/Los_Angeles,560,"[{""WhPerMile"":273","kWhRequested"":19.11,""milesRequested"":70,""minutesAvailable"":281,""modifiedAt"":""Fri, 31 May 2019 13:29:13 GMT","paymentRequired"":true,""requestedDeparture"":""Fri, 31 May 2019 18:10:07 GMT","""userID"":560}]",,,,,,
5d06df21f9af8b49d101c589,39,"Mon, 20 May 2019 15:22:22 GMT","Mon, 20 May 2019 19:04:02 GMT","Mon, 20 May 2019 16:44:59 GMT",4.395,2_39_131_30_2019-05-31 15:22:22.275196,2,CA-305,2-39-131-30,America/Los_Angeles,562,"[{""WhPerMile"":350","kWhRequested"":7.0,""milesRequested"":20,""minutesAvailable"":211,""modifiedAt"":""Fri, 31 May 2019 15:22:43 GMT","paymentRequired"":true,""requestedDeparture"":""Fri, 31 May 2019 18:53:22 GMT","""userID"":562}]",,,,,,
5d06df21f9af8b49d101c590,39,"Mon, 20 May 2019 16:43:00 GMT","Mon, 20 May 2019 19:24:50 GMT","Mon, 20 May 2019 17:46:50 GMT",2.072,2_39_92_436_2019-05-31 16:42:59.905350,2,CA-318,2-39-92-436,America/Los_Angeles,324,"[{""WhPerMile"":600","kWhRequested"":12.0,""milesRequested"":20,""minutesAvailable"":137,""modifiedAt"":""Fri, 31 May 2019 16:43:12 GMT","paymentRequired"":true,""requestedDeparture"":""Fri, 31 May 2019 19:00:00 GMT","""userID"":324}]",,,,,,
5d06df21f9af8b49d101c597,39,"Mon, 20 May 2019 17:59:09 GMT","Mon, 20 May 2019 20:58:35 GMT","Mon, 20 May 2019 19:03:54 GMT",6.092,2_39_79_379_2019-05-31 17:59:09.451509,2,CA-327,2-39-79-379,America/Los_Angeles,668,"[{""WhPerMile"":400","kWhRequested"":16.0,""milesRequested"":40,""minutesAvailable"":233,""modifiedAt"":""Fri, 31 May 2019 17:59:50 GMT","paymentRequired"":true,""requestedDeparture"":""Fri, 31 May 2019 21:52:09 GMT","""userID"":668}]",,,,,,
5d06df21f9af8b49d101c599,39,"Mon, 20 May 2019 18:13:21 GMT","Mon, 20 May 2019 20:35:02 GMT","Mon, 20 May 2019 20:34:57 GMT",5.829,2_39_79_376_2019-05-31 18:13:21.455008,2,CA-324,2-39-79-376,America/Los_Angeles,1093,"[{""WhPerMile"":333","kWhRequested"":9.99,""milesRequested"":30,""minutesAvailable"":282,""modifiedAt"":""Fri, 31 May 2019 18:13:41 GMT","paymentRequired"":true,""requestedDeparture"":""Fri, 31 May 2019 22:55:21 GMT","""userID"":1093}]",,,,,,
5d06df21f9af8b49d101c5a6,39,"Mon, 20 May 2019 01:09:09 GMT","Mon, 20 May 2019 07:40:04 GMT","Mon, 20 May 2019 03:42:30 GMT",10.541,2_39_131_30_2019-06-01 01:09:08.646704,2,CA-305,2-39-131-30,America/Los_Angeles,1085,"[{""WhPerMile"":292","kWhRequested"":17.52,""milesRequested"":60,""minutesAvailable"":134,""modifiedAt"":""Sat, 01 Jun 2019 01:10:24 GMT","paymentRequired"":true,""requestedDeparture"":""Sat, 01 Jun 2019 03:23:09 GMT","""userID"":1085}]",,,,,,
5d06df21f9af8b49d101c5a7,39,"Mon, 20 May 2019 04:32:23 GMT","Mon, 20 May 2019 16:27:29 GMT","Mon, 20 May 2019 07:55:35 GMT",11.865,2_39_139_28_2019-06-01 04:32:22.861721,2,CA-303,2-39-139-28,America/Los_Angeles,1152,"[{""WhPerMile"":300","kWhRequested"":12.0,""milesRequested"":40,""minutesAvailable"":60,""modifiedAt"":""Sat, 01 Jun 2019 04:32:32 GMT","paymentRequired"":true,""requestedDeparture"":""Sat, 01 Jun 2019 05:32:23 GMT","""userID"":1152}]",,,,,,
5d083091f9af8b4dc8e14482,39,"Mon, 20 May 2019 14:55:43 GMT","Mon, 20 May 2019 16:44:17 GMT","Mon, 20 May 2019 16:20:10 GMT",8.082,2_39_129_17_2019-06-01 14:55:43.279724,2,CA-307,2-39-129-17,America/Los_Angeles,675,"[{""WhPerMile"":399","kWhRequested"":19.95,""milesRequested"":50,""minutesAvailable"":103,""modifiedAt"":""Sat, 01 Jun 2019 14:57:14 GMT","paymentRequired"":true,""requestedDeparture"":""Sat, 01 Jun 2019 16:38:43 GMT","""userID"":675}]",,,,,,
5d083091f9af8b4dc8e14484,39,"Mon, 20 May 2019 16:59:26 GMT","Mon, 20 May 2019 18:27:58 GMT","Mon, 20 May 2019 18:03:24 GMT",6.062,2_39_123_23_2019-06-01 16:59:25.852501,2,CA-313,2-39-123-23,America/Los_Angeles,1133,"[{""WhPerMile"":400","kWhRequested"":8.0,""milesRequested"":20,""minutesAvailable"":60,""modifiedAt"":""Sat, 01 Jun 2019 17:00:26 GMT","paymentRequired"":true,""requestedDeparture"":""Sat, 01 Jun 2019 17:59:26 GMT","""userID"":1133}]",,,,,,
5d083091f9af8b4dc8e1448e,39,"Mon, 20 May 2019 00:39:09 GMT","Mon, 20 May 2019 21:39:58 GMT","Mon, 20 May 2019 06:29:12 GMT",37.264,2_39_139_28_2019-06-02 00:39:09.005536,2,CA-303,2-39-139-28,America/Los_Angeles,67,"[{""WhPerMile"":250","kWhRequested"":60.0,""milesRequested"":240,""minutesAvailable"":547,""modifiedAt"":""Sun, 02 Jun 2019 00:42:42 GMT","paymentRequired"":true,""requestedDeparture"":""Sun, 02 Jun 2019 09:46:09 GMT","""userID"":67}]",,,,,,
5d098210f9af8b5224578724,39,"Mon, 20 May 2019 16:21:08 GMT","Mon, 20 May 2019 17:29:14 GMT","Mon, 20 May 2019 17:29:10 GMT",3.647,2_39_127_19_2019-06-02 16:21:07.803082,2,CA-309,2-39-127-19,America/Los_Angeles,743,"[{""WhPerMile"":400","kWhRequested"":8.0,""milesRequested"":20,""minutesAvailable"":51,""modifiedAt"":""Sun, 02 Jun 2019 16:21:44 GMT","paymentRequired"":true,""requestedDeparture"":""Sun, 02 Jun 2019 17:12:08 GMT","""userID"":743}]",,,,,,
5d098210f9af8b5224578725,39,"Mon, 20 May 2019 17:27:56 GMT","Mon, 20 May 2019 20:10:57 GMT","Mon, 20 May 2019 18:57:27 GMT",9.281,2_39_92_442_2019-06-02 17:27:56.227193,2,CA-498,2-39-92-442,America/Los_Angeles,850,"[{""WhPerMile"":300","kWhRequested"":30.0,""milesRequested"":100,""minutesAvailable"":720,""modifiedAt"":""Sun, 02 Jun 2019 17:28:00 GMT","paymentRequired"":true,""requestedDeparture"":""Mon, 03 Jun 2019 05:27:56 GMT","""userID"":850}]",,,,,,
5cf70d0ff9af8b0b7c6fd88f,39,"Mon, 20 May 2019 02:22:56 GMT","Mon, 20 May 2019 04:20:26 GMT","Mon, 20 May 2019 03:45:41 GMT",8.176,2_39_126_20_2019-05-20 02:22:56.016206,2,CA-310,2-39-126-20,America/Los_Angeles,1099,"[{""WhPerMile"":438","kWhRequested"":35.04,""milesRequested"":80,""minutesAvailable"":123,""modifiedAt"":""Mon, 20 May 2019 02:26:45 GMT","paymentRequired"":true,""requestedDeparture"":""Mon, 20 May 2019 04:25:56 GMT","""userID"":1099}]",,,,,,
5cf85ea5f9af8b11f3749c52,39,"Mon, 20 May 2019 13:31:34 GMT","Mon, 20 May 2019 18:35:23 GMT","Mon, 20 May 2019 17:04:05 GMT",18.984,2_39_88_24_2019-05-20 13:31:33.862922,2,CA-314,2-39-88-24,America/Los_Angeles,560,"[{""WhPerMile"":273","kWhRequested"":19.11,""milesRequested"":70,""minutesAvailable"":284,""modifiedAt"":""Mon, 20 May 2019 13:31:41 GMT","paymentRequired"":true,""requestedDeparture"":""Mon, 20 May 2019 18:15:34 GMT","""userID"":560}]",,,,,,
5cf85ea5f9af8b11f3749c53,39,"Mon, 20 May 2019 14:28:32 GMT","Mon, 20 May 2019 19:31:11 GMT","Mon, 20 May 2019 17:01:53 GMT",16.37,2_39_139_28_2019-05-20 14:28:31.912396,2,CA-303,2-39-139-28,America/Los_Angeles,710,"[{""WhPerMile"":261","kWhRequested"":36.54,""milesRequested"":140,""minutesAvailable"":307,""modifiedAt"":""Mon, 20 May 2019 14:28:56 GMT","paymentRequired"":true,""requestedDeparture"":""Mon, 20 May 2019 19:35:32 GMT","""userID"":710}]",,,,,,
5cf85ea5f9af8b11f3749c5b,39,"Mon, 20 May 2019 15:28:34 GMT","Mon, 20 May 2019 17:33:06 GMT","Mon, 20 May 2019 16:49:40 GMT",7.885,2_39_125_21_2019-05-20 15:28:33.948259,2,CA-311,2-39-125-21,America/Los_Angeles,2354,"[{""WhPerMile"":400","kWhRequested"":8.0,""milesRequested"":20,""minutesAvailable"":60,""modifiedAt"":""Mon, 20 May 2019 15:29:34 GMT","paymentRequired"":true,""requestedDeparture"":""Mon, 20 May 2019 16:28:34 GMT","""userID"":2354}]",,,,,,
5cf85ea5f9af8b11f3749c5f,39,"Mon, 20 May 2019 15:38:14 GMT","Mon, 20 May 2019 20:23:25 GMT","Mon, 20 May 2019 20:11:39 GMT",19.465,2_39_79_377_2019-05-20 15:38:14.433423,2,CA-325,2-39-79-377,America/Los_Angeles,1470,"[{""WhPerMile"":292","kWhRequested"":17.52,""milesRequested"":60,""minutesAvailable"":232,""modifiedAt"":""Mon, 20 May 2019 15:38:24 GMT","paymentRequired"":true,""requestedDeparture"":""Mon, 20 May 2019 19:30:14 GMT","""userID"":1470}]",,,,,,
5cf85ea5f9af8b11f3749c64,39,"Mon, 20 May 2019 16:06:40 GMT","Mon, 20 May 2019 17:24:03 GMT","Mon, 20 May 2019 17:23:58 GMT",4.519,2_39_124_22_2019-05-20 16:06:40.362413,2,CA-312,2-39-124-22,America/Los_Angeles,1384,"[{""WhPerMile"":400","kWhRequested"":28.0,""milesRequested"":70,""minutesAvailable"":135,""modifiedAt"":""Mon, 20 May 2019 16:06:57 GMT","paymentRequired"":true,""requestedDeparture"":""Mon, 20 May 2019 18:21:40 GMT","""userID"":1384}]",,,,,,
5cf85ea5f9af8b11f3749c6a,39,"Mon, 20 May 2019 16:54:51 GMT","Mon, 20 May 2019 18:23:55 GMT","Mon, 20 May 2019 18:23:50 GMT",5.014,2_39_92_436_2019-05-20 16:54:51.140596,2,CA-318,2-39-92-436,America/Los_Angeles,1222,"[{""WhPerMile"":400","kWhRequested"":8.0,""milesRequested"":20,""minutesAvailable"":72,""modifiedAt"":""Mon, 20 May 2019 16:55:47 GMT","paymentRequired"":true,""requestedDeparture"":""Mon, 20 May 2019 18:06:51 GMT","""userID"":1222}]",,,,,,
5cf85ea5f9af8b11f3749c76,39,"Mon, 20 May 2019 01:10:04 GMT","Mon, 20 May 2019 02:55:34 GMT","Mon, 20 May 2019 02:25:55 GMT",7.886,2_39_139_28_2019-05-21 01:10:04.466161,2,CA-303,2-39-139-28,America/Los_Angeles,1133,"[{""WhPerMile"":400","kWhRequested"":8.0,""milesRequested"":20,""minutesAvailable"":60,""modifiedAt"":""Tue, 21 May 2019 01:10:14 GMT","paymentRequired"":true,""requestedDeparture"":""Tue, 21 May 2019 02:10:04 GMT","""userID"":1133}]",,,,,,
5cf85ea5f9af8b11f3749c78,39,"Mon, 20 May 2019 05:25:23 GMT","Mon, 20 May 2019 14:01:09 GMT","Mon, 20 May 2019 08:22:46 GMT",13.544,2_39_79_378_2019-05-21 05:25:22.628517,2,CA-326,2-39-79-378,America/Los_Angeles,300,"[{""WhPerMile"":400","kWhRequested"":28.0,""milesRequested"":70,""minutesAvailable"":451,""modifiedAt"":""Tue, 21 May 2019 05:26:13 GMT","paymentRequired"":true,""requestedDeparture"":""Tue, 21 May 2019 12:56:23 GMT","""userID"":300}]",,,,,,
5cf9b026f9af8b1738bc2a3a,39,"Mon, 20 May 2019 13:04:09 GMT","Mon, 20 May 2019 14:19:42 GMT","Mon, 20 May 2019 14:19:37 GMT",3.994,2_39_89_25_2019-05-21 13:04:09.432614,2,CA-315,2-39-89-25,America/Los_Angeles,743,"[{""WhPerMile"":400","kWhRequested"":8.0,""milesRequested"":20,""minutesAvailable"":61,""modifiedAt"":""Tue, 21 May 2019 13:04:48 GMT","paymentRequired"":true,""requestedDeparture"":""Tue, 21 May 2019 14:05:09 GMT","""userID"":743}]",,,,,,
5cf9b026f9af8b1738bc2a3b,39,"Mon, 20 May 2019 13:31:33 GMT","Mon, 20 May 2019 18:44:54 GMT","Mon, 20 May 2019 16:57:07 GMT",17.475,2_39_88_24_2019-05-21 13:31:33.495853,2,CA-314,2-39-88-24,America/Los_Angeles,560,"[{""WhPerMile"":273","kWhRequested"":21.84,""milesRequested"":80,""minutesAvailable"":312,""modifiedAt"":""Tue, 21 May 2019 13:31:36 GMT","paymentRequired"":true,""requestedDeparture"":""Tue, 21 May 2019 18:43:33 GMT","""userID"":560}]",,,,,,
5cf9b026f9af8b1738bc2a3e,39,"Mon, 20 May 2019 14:39:36 GMT","Mon, 20 May 2019 21:49:44 GMT","Mon, 20 May 2019 17:14:59 GMT",8.527,2_39_124_558_2019-05-21 14:39:35.972553,2,CA-504,2-39-124-558,America/Los_Angeles,1534,"[{""WhPerMile"":250","kWhRequested"":10.0,""milesRequested"":40,""minutesAvailable"":404,""modifiedAt"":""Tue, 21 May 2019 14:40:46 GMT","paymentRequired"":true,""requestedDeparture"":""Tue, 21 May 2019 21:23:36 GMT","""userID"":1534}]",,,,,,
5cf9b026f9af8b1738bc2a44,39,"Mon, 20 May 2019 15:43:12 GMT","Mon, 20 May 2019 17:11:28 GMT","Mon, 20 May 2019 17:03:07 GMT",7.87,2_39_128_18_2019-05-21 15:43:12.127465,2,CA-308,2-39-128-18,America/Los_Angeles,2354,"[{""WhPerMile"":400","kWhRequested"":8.0,""milesRequested"":20,""minutesAvailable"":60,""modifiedAt"":""Tue, 21 May 2019 15:43:31 GMT","paymentRequired"":true,""requestedDeparture"":""Tue, 21 May 2019 16:43:12 GMT","userID"":2354},{""WhPerMile"":400,""kWhRequested"":8.0,""milesRequested"":20,""minutesAvailable"":60,""modifiedAt"":""Tue, 21 May 2019 15:43:52 GMT","paymentRequired"":true,""requestedDeparture"":""Tue, 21 May 2019 16:43:12 GMT","""userID"":2354}]",,,,
5cf9b026f9af8b1738bc2a52,39,"Mon, 20 May 2019 17:01:17 GMT","Mon, 20 May 2019 18:22:16 GMT","Mon, 20 May 2019 18:22:11 GMT",5.263,2_39_92_442_2019-05-21 17:01:16.832451,2,CA-498,2-39-92-442,America/Los_Angeles,336,"[{""WhPerMile"":292","kWhRequested"":17.52,""milesRequested"":60,""minutesAvailable"":181,""modifiedAt"":""Tue, 21 May 2019 17:03:36 GMT","paymentRequired"":true,""requestedDeparture"":""Tue, 21 May 2019 20:02:17 GMT","""userID"":336}]",,,,,,
5cf9b026f9af8b1738bc2a54,39,"Mon, 20 May 2019 17:23:01 GMT","Mon, 20 May 2019 19:35:16 GMT","Mon, 20 May 2019 19:36:15 GMT",6.583,2_39_78_362_2019-05-21 17:23:01.436300,2,CA-496,2-39-78-362,America/Los_Angeles,515,"[{""WhPerMile"":250","kWhRequested"":10.0,""milesRequested"":40,""minutesAvailable"":59,""modifiedAt"":""Tue, 21 May 2019 17:23:17 GMT","paymentRequired"":true,""requestedDeparture"":""Tue, 21 May 2019 18:22:01 GMT","""userID"":515}]",,,,,,
